Ensembl.ID	ENTREZ.ID	GeneSymbol	log2FC	pvalue
ENSG00000156110	132	ADK	0.069292422	0.423749661
ENSG00000156113	3778	KCNMA1	0.069444076	0.544281977
ENSG00000156127	10538	BATF	1.040994403	0.001126933
ENSG00000156136	1633	DCK	0.083798484	0.489523857
ENSG00000156140	9508	ADAMTS3	0.514539306	0.067276557
ENSG00000156162	286148	DPY19L4	-0.069123718	0.439400508
ENSG00000156170	137682	NDUFAF6	-0.000345366	0.99597822
ENSG00000156171	128338	DRAM2	0.057231526	0.262929932
ENSG00000156172	157657	C8orf37	-0.008821894	0.952550132
ENSG00000156218	57188	ADAMTSL3	-0.446677152	0.055387927
ENSG00000156219	419	ART3	0.921407277	0.005534694
ENSG00000156222	9154	SLC28A1	-4.348432685	0.000000000000000113
ENSG00000156232	123720	WHAMM	0.068777388	0.270222899
ENSG00000156234	10563	CXCL13	0.318084175	0.575251034
ENSG00000156239	29104	N6AMT1	-0.124535056	0.045150548
ENSG00000156253	10069	RWDD2B	-0.038633269	0.403396947
ENSG00000156256	10600	USP16	0.008904393	0.852265223
ENSG00000156261	10694	CCT8	-0.026814344	0.658330848
ENSG00000156265	56911	MAP3K7CL	0.400397674	0.052613873
ENSG00000156273	571	BACH1	0.174610456	0.129628233
ENSG00000156284	9073	CLDN8	-0.447984418	0.350868005
ENSG00000156298	7102	TSPAN7	-0.243551762	0.112383584
ENSG00000156299	7074	TIAM1	-0.189566013	0.217671251
ENSG00000156304	57466	SCAF4	-0.113999617	0.004600887
ENSG00000156313	6103	RPGR	0.075710046	0.246208393
ENSG00000156345	23552	CDK20	-0.365495291	0.044273962
ENSG00000156374	84108	PCGF6	0.045398832	0.470607938
ENSG00000156381	122416	ANKRD9	0.019302433	0.90992601
ENSG00000156384	119392	SFR1	0.112930496	0.083200351
ENSG00000156398	118980	SFXN2	0.179723769	0.11389577
ENSG00000156413	2528	FUT6	0.004679318	0.977844694
ENSG00000156414	122402	TDRD9	-0.088252688	0.79904455
ENSG00000156453	5097	PCDH1	0.000193744	0.998860275
ENSG00000156463	153769	SH3RF2	-0.082620971	0.582028124
ENSG00000156466	392255	GDF6	-0.123586177	0.733948142
ENSG00000156467	7381	UQCRB	-0.018713345	0.786087413
ENSG00000156471	9791	PTDSS1	-0.029817564	0.584812523
ENSG00000156475	5521	PPP2R2B	0.039298408	0.793367515
ENSG00000156482	6156	RPL30	-0.121515601	0.110662236
ENSG00000156500	159091	FAM122C	0.214405259	0.01599049
ENSG00000156502	6832	SUPV3L1	-0.103804389	0.055294315
ENSG00000156504	159090	FAM122B	-0.033308348	0.536446663
ENSG00000156508	1915	EEF1A1	-0.120775306	0.017225488
ENSG00000156510	80201	HKDC1	0.535763916	0.016633334
ENSG00000156515	3098	HK1	0.249344867	0.074330942
ENSG00000156521	219743	TYSND1	-0.170895694	0.02153719
ENSG00000156531	84295	PHF6	-0.047120106	0.56027571
ENSG00000156535	135228	CD109	0.258174612	0.287327999
ENSG00000156587	9246	UBE2L6	1.135294577	0.000000000604
ENSG00000156599	25921	ZDHHC5	-0.018302208	0.787587035
ENSG00000156603	219541	MED19	-0.061613437	0.449240564
ENSG00000156639	60685	ZFAND3	0.051879484	0.458455397
ENSG00000156642	27020	NPTN	0.003760594	0.966389661
ENSG00000156650	23522	KAT6B	-0.117983169	0.100956574
ENSG00000156671	142891	SAMD8	0.076902384	0.397184008
ENSG00000156675	80223	RAB11FIP1	-0.185428598	0.16299215
ENSG00000156687	137970	UNC5D	-0.889203591	0.001157239
ENSG00000156697	10813	UTP14A	-0.145524291	0.062341036
ENSG00000156709	9131	AIFM1	-0.047093687	0.612599999
ENSG00000156711	5603	MAPK13	0.062360385	0.636174816
ENSG00000156735	9530	BAG4	-0.11638578	0.06909151
ENSG00000156738	931	MS4A1	-0.076920304	0.882227987
ENSG00000156787	93594	TBC1D31	0.057607594	0.465845262
ENSG00000156795	55093	WDYHV1	0.025466882	0.694724794
ENSG00000156802	29028	ATAD2	0.163050224	0.186492957
ENSG00000156804	114907	FBXO32	0.08072496	0.558201688
ENSG00000156831	286053	NSMCE2	0.091119047	0.044816723
ENSG00000156853	115509	ZNF689	-0.023414768	0.597757496
ENSG00000156858	78994	PRR14	0.02826283	0.693628916
ENSG00000156860	64319	FBRS	0.063215474	0.324135674
ENSG00000156869	391059	FRRS1	-0.237430804	0.151341685
ENSG00000156873	5261	PHKG2	0.045771794	0.468521859
ENSG00000156876	163786	SASS6	0.028365472	0.74845454
ENSG00000156886	3681	ITGAD	-0.368600398	0.343239105
ENSG00000156928	115416	MALSU1	0.004513069	0.950208205
ENSG00000156931	23355	VPS8	-0.062307833	0.311376406
ENSG00000156958	2585	GALK2	0.156104079	0.087025929
ENSG00000156966	93010	B3GNT7	-0.121541415	0.623125819
ENSG00000156968	255027	MPV17L	-0.330388967	0.035322184
ENSG00000156970	701	BUB1B	0.221976082	0.159797486
ENSG00000156973	5147	PDE6D	0.111331579	0.068157657
ENSG00000156976	1974	EIF4A2	-0.123559997	0.040101233
ENSG00000156983	7862	BRPF1	-0.100393733	0.015270479
ENSG00000156990	285367	RPUSD3	0.030813401	0.59970737
ENSG00000157005	6750	SST	-0.426771757	0.136928673
ENSG00000157014	9797	TATDN2	-0.102008953	0.025810203
ENSG00000157017	51738	GHRL	0.204490288	0.427509989
ENSG00000157020	6396	SEC13	0.182823447	0.044161426
ENSG00000157036	9941	EXOG	-0.012710571	0.874888496
ENSG00000157045	123803	NTAN1	-0.039853455	0.63747039
ENSG00000157064	23057	NMNAT2	0.33976361	0.256152751
ENSG00000157077	9372	ZFYVE9	-0.180467607	0.079593959
ENSG00000157106	23049	SMG1	-0.101981534	0.256159504
ENSG00000157107	115548	FCHO2	0.004993439	0.959424606
ENSG00000157110	11030	RBPMS	0.478905027	0.012419375
ENSG00000157111	134285	TMEM171	0.087801273	0.644119027
ENSG00000157150	7079	TIMP4	0.044620752	0.81006501
ENSG00000157152	6854	SYN2	-0.043820935	0.815070425
ENSG00000157168	3084	NRG1	0.455153688	0.117367178
ENSG00000157184	1376	CPT2	-0.16796565	0.179534966
ENSG00000157191	55707	NECAP2	0.106688634	0.150363701
ENSG00000157193	7804	LRP8	1.086206805	0.0000214
ENSG00000157212	22976	PAXIP1	-0.048124703	0.281779326
ENSG00000157214	261729	STEAP2	-0.062904969	0.679723288
ENSG00000157216	23648	SSBP3	-0.066136465	0.403429454
ENSG00000157224	9069	CLDN12	0.140138804	0.308215978
ENSG00000157227	4323	MMP14	0.46182476	0.004580984
ENSG00000157240	8321	FZD1	-0.247362722	0.006510959
ENSG00000157259	57798	GATAD1	-0.022455354	0.734009845
ENSG00000157303	203328	SUSD3	0.271834548	0.298298226
ENSG00000157315	146456	TMED6	-0.216482658	0.421390694
ENSG00000157326	10901	DHRS4	-0.140210581	0.302186528
ENSG00000157349	11269	DDX19B	-0.077907393	0.228888194
ENSG00000157350	6483	ST3GAL2	0.318116322	0.052258534
ENSG00000157368	146433	IL34	0.278611159	0.165788151
ENSG00000157379	115817	DHRS1	-0.107360943	0.467311512
ENSG00000157388	776	CACNA1D	-0.505176828	0.003358573
ENSG00000157404	3815	KIT	0.097616638	0.580733366
ENSG00000157426	132949	AASDH	0.021288935	0.717470487
ENSG00000157429	7567	ZNF19	-0.116405257	0.167178595
ENSG00000157445	55799	CACNA2D3	-0.174490016	0.436403217
ENSG00000157450	54778	RNF111	-0.045984109	0.354428592
ENSG00000157456	9133	CCNB2	0.311633314	0.028836186
ENSG00000157470	145773	FAM81A	-0.074469979	0.618514706
ENSG00000157483	4643	MYO1E	0.130336088	0.229405546
ENSG00000157500	26060	APPL1	-0.259411549	0.004338956
ENSG00000157510	134265	AFAP1L1	0.412376959	0.022728127
ENSG00000157514	1831	TSC22D3	0.145181617	0.5712225
ENSG00000157540	1859	DYRK1A	0.001319945	0.976717934
ENSG00000157542	3763	KCNJ6	-0.553790552	0.011840538
ENSG00000157551	3772	KCNJ15	4.987976834	0.0000000000000000215
ENSG00000157554	2078	ERG	0.450252479	0.018574189
ENSG00000157557	2114	ETS2	-0.023353715	0.826352087
ENSG00000157570	90139	TSPAN18	0.387037213	0.0441075
ENSG00000157578	150082	LCA5L	0.090547611	0.481394164
ENSG00000157593	347734	SLC35B2	0.049685995	0.439325696
ENSG00000157600	84187	TMEM164	-0.165943088	0.134088831
ENSG00000157601	4599	MX1	0.148582253	0.430039409
ENSG00000157613	90993	CREB3L1	0.161758376	0.296945078
ENSG00000157617	25966	C2CD2	0.091811149	0.379361447
ENSG00000157625	257397	TAB3	-0.105498366	0.103560795
ENSG00000157637	124565	SLC38A10	0.098907511	0.285532001
ENSG00000157657	114991	ZNF618	0.146706429	0.305922437
ENSG00000157680	9162	DGKI	0.10762984	0.633220023
ENSG00000157703	136306	SVOPL	0.135199051	0.734745988
ENSG00000157734	79856	SNX22	0.173256257	0.676445802
ENSG00000157741	254048	UBN2	-0.189322262	0.028953459
ENSG00000157764	673	BRAF	-0.064207991	0.290047498
ENSG00000157765	10568	SLC34A2	-3.033784447	0.000000015
ENSG00000157778	84262	PSMG3	0.028705492	0.730942493
ENSG00000157782	9478	CABP1	0.165741461	0.432847495
ENSG00000157796	57728	WDR19	0.055002139	0.658401848
ENSG00000157800	84255	SLC37A3	0.018144329	0.836357616
ENSG00000157823	10239	AP3S2	-0.14149851	0.260326483
ENSG00000157827	114793	FMNL2	0.092389568	0.44955873
ENSG00000157837	121665	SPPL3	-0.093622867	0.148997205
ENSG00000157869	9364	RAB28	-0.009037662	0.822426117
ENSG00000157873	8764	TNFRSF14	0.213407618	0.009061591
ENSG00000157881	55229	PANK4	0.000738143	0.98892114
ENSG00000157895	64897	C12orf43	-0.017400438	0.800369823
ENSG00000157911	5192	PEX10	-0.046835839	0.535349636
ENSG00000157916	11079	RER1	0.050663206	0.480457228
ENSG00000157933	6497	SKI	-0.042611277	0.519724366
ENSG00000157954	26100	WIPI2	0.012000164	0.774623802
ENSG00000157978	26119	LDLRAP1	-0.020355272	0.803865444
ENSG00000157985	116987	AGAP1	-0.096423845	0.455195335
ENSG00000157992	200634	KRTCAP3	-0.106026857	0.448108852
ENSG00000158006	5051	PAFAH2	-0.097720793	0.401208371
ENSG00000158014	7780	SLC30A2	-0.730113003	0.033469643
ENSG00000158022	84676	TRIM63	0.139372714	0.621667823
ENSG00000158023	144406	WDR66	1.294766369	0.00000113
ENSG00000158042	63875	MRPL17	0.025840889	0.760371857
ENSG00000158050	1844	DUSP2	0.504976013	0.120128689
ENSG00000158055	57822	GRHL3	2.035447987	0.00000000118
ENSG00000158062	91544	UBXN11	0.275699815	0.045426505
ENSG00000158079	138639	PTPDC1	-0.020960697	0.769080815
ENSG00000158089	79623	GALNT14	-0.834117206	0.016190471
ENSG00000158092	4690	NCK1	0.227260235	0.006672245
ENSG00000158106	114822	RHPN1	0.483596297	0.022186769
ENSG00000158109	127262	TPRG1L	-0.146267977	0.200706165
ENSG00000158125	7498	XDH	0.654958068	0.006049939
ENSG00000158156	55113	XKR8	-0.02137885	0.748610499
ENSG00000158158	26504	CNNM4	0.088556601	0.591691153
ENSG00000158161	2140	EYA3	0.009547767	0.866959778
ENSG00000158163	199221	DZIP1L	0.320537244	0.130043601
ENSG00000158164	11013	TMSB15A	0.396592974	0.1109438
ENSG00000158169	2176	FANCC	-0.064509727	0.37988969
ENSG00000158186	22808	MRAS	0.689008455	0.002839839
ENSG00000158195	10163	WASF2	0.021542371	0.635556753
ENSG00000158201	171586	ABHD3	0.168220751	0.264602194
ENSG00000158234	55179	FAIM	0.038204014	0.652075334
ENSG00000158258	64084	CLSTN2	-0.480779179	0.060776328
ENSG00000158270	81035	COLEC12	-0.359018943	0.067512623
ENSG00000158286	388591	RNF207	0.035314027	0.868178849
ENSG00000158290	8450	CUL4B	-0.049048833	0.425919609
ENSG00000158292	387509	GPR153	0.092102874	0.5191984
ENSG00000158296	64849	SLC13A3	0.296375024	0.11236085
ENSG00000158301	114928	GPRASP2	-0.202617156	0.03199499
ENSG00000158315	54933	RHBDL2	0.088397439	0.785333466
ENSG00000158321	26053	AUTS2	-0.246532038	0.020825303
ENSG00000158352	57477	SHROOM4	0.03584517	0.770086339
ENSG00000158402	995	CDC25C	0.21228928	0.142713602
ENSG00000158411	129531	MITD1	0.130255325	0.056142571
ENSG00000158417	9669	EIF5B	-0.162681272	0.020710177
ENSG00000158423	158787	RIBC1	0.136500025	0.30439755
ENSG00000158427	286527	TMSB15B	-0.051642615	0.682321694
ENSG00000158435	55571	CNOT11	-0.011514254	0.842232188
ENSG00000158445	3745	KCNB1	-0.128195697	0.564568241
ENSG00000158457	340348	TSPAN33	-0.034492454	0.859208564
ENSG00000158467	23382	AHCYL2	-0.133289822	0.514719429
ENSG00000158470	9334	B4GALT5	0.123351134	0.307950575
ENSG00000158473	912	CD1D	-0.035908243	0.774864988
ENSG00000158477	909	CD1A	0.303790039	0.392867392
ENSG00000158480	9825	SPATA2	-0.080058374	0.437033002
ENSG00000158481	911	CD1C	-0.3167655	0.36614601
ENSG00000158483	55199	FAM86C1	-0.144501425	0.045664499
ENSG00000158485	910	CD1B	1.557758981	0.0000813
ENSG00000158486	55567	DNAH3	-0.269004421	0.191602734
ENSG00000158488	913	CD1E	0.260456615	0.333375064
ENSG00000158516	1358	CPA2	-1.158391281	0.001859621
ENSG00000158517	653361	NCF1	0.362310916	0.221666431
ENSG00000158526	90121	TSR2	-0.030911592	0.517241773
ENSG00000158528	55607	PPP1R9A	-0.16795783	0.17924514
ENSG00000158545	124245	ZC3H18	-0.005503393	0.916766095
ENSG00000158552	130617	ZFAND2B	-0.043403121	0.661859884
ENSG00000158555	81544	GDPD5	0.331727226	0.044640648
ENSG00000158604	222068	TMED4	-0.118750277	0.183050264
ENSG00000158615	84919	PPP1R15B	0.012044467	0.866729757
ENSG00000158623	26958	COPG2	0.043973287	0.642686049
ENSG00000158683	168507	PKD1L1	0.206534525	0.129720936
ENSG00000158691	9753	ZSCAN12	-0.16305881	0.02757896
ENSG00000158710	8407	TAGLN2	0.180608104	0.02572129
ENSG00000158711	2005	ELK4	-0.00203591	0.985046917
ENSG00000158714	56833	SLAMF8	0.921564837	0.0003283
ENSG00000158715	85414	SLC45A3	-0.090161605	0.486500615
ENSG00000158716	54935	DUSP23	-0.04771623	0.701656142
ENSG00000158717	115992	RNF166	0.247961709	0.180811184
ENSG00000158747	4681	NBL1	-0.066282497	0.64666313
ENSG00000158764	142683	ITLN2	-1.365961354	0.013696126
ENSG00000158769	50848	F11R	0.035350581	0.765824623
ENSG00000158773	7391	USF1	0.208545074	0.000681693
ENSG00000158792	124044	SPATA2L	0.019797013	0.889730591
ENSG00000158793	4817	NIT1	0.013904752	0.879059924
ENSG00000158796	9191	DEDD	0.058102697	0.256710344
ENSG00000158805	92822	ZNF276	0.06356439	0.478169269
ENSG00000158806	10361	NPM2	-0.310628855	0.038747914
ENSG00000158813	1896	EDA	-0.444713558	0.036280345
ENSG00000158825	978	CDA	0.317220063	0.165531686
ENSG00000158828	65018	PINK1	-0.006652253	0.953499485
ENSG00000158850	8703	B4GALT3	0.040842986	0.436217509
ENSG00000158856	2039	DMTN	-0.082433065	0.524310614
ENSG00000158859	9507	ADAMTS4	2.827589563	0.000000000265
ENSG00000158863	64760	FAM160B2	0.13418444	0.03111335
ENSG00000158864	4720	NDUFS2	-0.018283856	0.841788705
ENSG00000158865	115584	SLC5A11	-1.513470307	0.00012748
ENSG00000158869	2207	FCER1G	0.684519194	0.004768815
ENSG00000158882	84134	TOMM40L	-0.07605362	0.358490366
ENSG00000158887	4359	MPZ	-0.567205868	0.005904868
ENSG00000158941	57805	CCAR2	-0.052674065	0.252856837
ENSG00000158966	57685	CACHD1	-0.11889109	0.460754073
ENSG00000158985	56990	CDC42SE2	0.070941319	0.28752494
ENSG00000158987	51735	RAPGEF6	0.002888178	0.977659679
ENSG00000159023	2035	EPB41	-0.209353074	0.000220895
ENSG00000159055	54069	MIS18A	0.080352669	0.389999723
ENSG00000159063	79053	ALG8	-0.075491129	0.226818548
ENSG00000159069	54461	FBXW5	0.086288722	0.475024255
ENSG00000159082	8867	SYNJ1	-0.011668057	0.875474465
ENSG00000159086	94104	PAXBP1	-0.174426206	0.051328784
ENSG00000159110	3455	IFNAR2	0.303772673	0.021951535
ENSG00000159111	124995	MRPL10	-0.013156439	0.800185258
ENSG00000159128	3460	IFNGR2	0.160268456	0.066852007
ENSG00000159131	2618	GART	-0.027984304	0.66794303
ENSG00000159140	6651	SON	-0.090510652	0.085278921
ENSG00000159147	29980	DONSON	0.314035956	0.003261609
ENSG00000159164	9900	SV2A	0.319882861	0.11511967
ENSG00000159166	3898	LAD1	-0.209803693	0.118088188
ENSG00000159167	6781	STC1	2.474380172	0.0000000054
ENSG00000159176	1465	CSRP1	0.043700867	0.619131169
ENSG00000159182	84366	PRAC1	0.043281989	0.933895005
ENSG00000159184	10481	HOXB13	-0.084013005	0.875190755
ENSG00000159189	714	C1QC	0.317743184	0.08267905
ENSG00000159200	1827	RCAN1	0.21308806	0.171510164
ENSG00000159202	65264	UBE2Z	0.02480473	0.555140851
ENSG00000159210	11267	SNF8	0.050653876	0.379163794
ENSG00000159212	54102	CLIC6	0.161791371	0.532480478
ENSG00000159214	149473	CCDC24	0.007466949	0.951834415
ENSG00000159216	861	RUNX1	0.273618908	0.0357044
ENSG00000159224	2695	GIP	0.628680923	0.502717203
ENSG00000159228	873	CBR1	-0.135270316	0.472599653
ENSG00000159231	874	CBR3	0.882082591	0.000178199
ENSG00000159256	23515	MORC3	0.097228741	0.118403977
ENSG00000159259	8208	CHAF1B	0.205711275	0.131776138
ENSG00000159267	3141	HLCS	-0.065197856	0.367177111
ENSG00000159307	80274	SCUBE1	-0.225957438	0.372116892
ENSG00000159314	201176	ARHGAP27	0.070950953	0.418750699
ENSG00000159322	83440	ADPGK	0.067990126	0.371704385
ENSG00000159335	5763	PTMS	-0.086755841	0.48703246
ENSG00000159337	283748	PLA2G4D	1.039468835	0.000265428
ENSG00000159339	23569	PADI4	1.693838655	0.0000312
ENSG00000159346	51094	ADIPOR1	0.142455126	0.016080407
ENSG00000159348	51706	CYB5R1	0.020325334	0.712570264
ENSG00000159352	5710	PSMD4	0.056956322	0.249475219
ENSG00000159363	23400	ATP13A2	0.2773553	0.01091113
ENSG00000159377	5692	PSMB4	0.120531228	0.039893215
ENSG00000159388	7832	BTG2	0.360446704	0.015582779
ENSG00000159399	3099	HK2	0.719075259	0.010667464
ENSG00000159403	715	C1R	0.670365331	0.008204779
ENSG00000159409	11189	CELF3	-0.245953662	0.23458675
ENSG00000159423	8659	ALDH4A1	0.326106347	0.010246629
ENSG00000159433	57519	STARD9	0.070061019	0.636492394
ENSG00000159445	117145	THEM4	-0.069453601	0.382368999
ENSG00000159459	197131	UBR1	-0.057542138	0.412065325
ENSG00000159461	267	AMFR	0.039424179	0.556766236
ENSG00000159479	112950	MED8	0.099194193	0.102672654
ENSG00000159496	266747	RGL4	0.546506828	0.016730558
ENSG00000159579	89970	RSPRY1	-0.032936164	0.613767626
ENSG00000159588	149483	CCDC17	0.318079407	0.161318939
ENSG00000159592	60313	GPBP1L1	-0.038518424	0.652181607
ENSG00000159593	8883	NAE1	-0.04338779	0.471335153
ENSG00000159596	51249	TMEM69	0.016848725	0.700574178
ENSG00000159640	1636	ACE	-1.135148997	0.0000806
ENSG00000159658	9813	EFCAB14	-0.161961307	0.037355053
ENSG00000159674	10417	SPON2	0.406095766	0.004316974
ENSG00000159685	84303	CHCHD6	0.122685016	0.221729068
ENSG00000159692	1487	CTBP1	-0.013678782	0.851212383
ENSG00000159708	55282	LRRC36	0.076014062	0.644146793
ENSG00000159713	51673	TPPP3	-0.008778684	0.965863384
ENSG00000159714	29800	ZDHHC1	-0.050240018	0.653190281
ENSG00000159720	9114	ATP6V0D1	0.080118935	0.413244693
ENSG00000159733	57732	ZFYVE28	0.157029987	0.23897825
ENSG00000159761	388284	C16orf86	0.21406686	0.332812143
ENSG00000159784	9715	FAM131B	0.041607177	0.813568939
ENSG00000159788	6002	RGS12	0.026333462	0.754923596
ENSG00000159792	5681	PSKH1	-0.063824316	0.395626671
ENSG00000159840	7791	ZYX	0.398520989	0.00513093
ENSG00000159842	29	ABR	-0.069949998	0.253922172
ENSG00000159871	284348	LYPD5	2.255598901	0.0000000000877
ENSG00000159873	150275	CCDC117	-0.087318639	0.172357558
ENSG00000159882	7773	ZNF230	-0.148177995	0.039951533
ENSG00000159884	203260	CCDC107	0.176103884	0.066243732
ENSG00000159885	7673	ZNF222	0.010511672	0.899100979
ENSG00000159899	4882	NPR2	0.009487182	0.947018664
ENSG00000159905	7638	ZNF221	-0.161763932	0.212489397
ENSG00000159915	353355	ZNF233	-0.289319058	0.064741838
ENSG00000159917	9310	ZNF235	-0.090013686	0.190625458
ENSG00000159921	10020	GNE	0.057665834	0.765495111
ENSG00000159958	115650	TNFRSF13C	-0.243692943	0.585041854
ENSG00000160007	2909	ARHGAP35	-0.153704064	0.16008561
ENSG00000160013	5739	PTGIR	1.110776114	0.000594156
ENSG00000160014	808	CALM3	0.234587237	0.004485847
ENSG00000160049	1676	DFFA	-0.140221067	0.000891721
ENSG00000160050	79140	CCDC28B	0.068931145	0.714298542
ENSG00000160051	55721	IQCC	0.010567658	0.899743861
ENSG00000160055	56063	TMEM234	0.231582011	0.010887154
ENSG00000160058	55108	BSDC1	0.001641014	0.980702074
ENSG00000160062	653121	ZBTB8A	-0.073275621	0.378954476
ENSG00000160072	83858	ATAD3B	0.012609713	0.934828291
ENSG00000160075	29101	SSU72	-0.046325836	0.44445563
ENSG00000160087	118424	UBE2J2	0.068383746	0.383872918
ENSG00000160094	149076	ZNF362	-0.124162602	0.201355337
ENSG00000160111	27151	CPAMD8	-0.113007026	0.460851663
ENSG00000160113	2063	NR2F6	-0.117322163	0.438832402
ENSG00000160117	126549	ANKLE1	0.379197697	0.320463192
ENSG00000160124	131076	CCDC58	-0.089331945	0.248631447
ENSG00000160131	203547	VMA21	-0.104525335	0.06787369
ENSG00000160145	8997	KALRN	0.129262469	0.365605759
ENSG00000160172	645332	FAM86C2P	-0.333059307	0.000890869
ENSG00000160179	9619	ABCG1	-0.029526027	0.836044227
ENSG00000160180	7033	TFF3	0.063500405	0.754090672
ENSG00000160181	7032	TFF2	0.678081674	0.058079067
ENSG00000160182	7031	TFF1	1.001963667	0.001610902
ENSG00000160183	64699	TMPRSS3	0.787075931	0.001099626
ENSG00000160185	53347	UBASH3A	0.291671358	0.188605316
ENSG00000160188	89765	RSPH1	0.233640061	0.096334361
ENSG00000160190	54020	SLC37A1	0.451946455	0.00159989
ENSG00000160191	5152	PDE9A	-0.301470333	0.192405418
ENSG00000160193	10785	WDR4	-0.009052861	0.943183463
ENSG00000160194	4731	NDUFV3	-0.087838804	0.238395202
ENSG00000160199	5316	PKNOX1	0.02801586	0.516258641
ENSG00000160200	875	CBS	-0.598883206	0.032765785
ENSG00000160201	7307	U2AF1	-0.033606197	0.538028889
ENSG00000160208	23076	RRP1B	-0.126073555	0.066216657
ENSG00000160209	8566	PDXK	-0.002035578	0.980458715
ENSG00000160211	2539	G6PD	0.319456105	0.00091125
ENSG00000160213	1476	CSTB	0.195904913	0.135081039
ENSG00000160214	8568	RRP1	-0.042385279	0.671464229
ENSG00000160216	56894	AGPAT3	-0.039194111	0.67152631
ENSG00000160218	7109	TRAPPC10	-0.04996624	0.43077916
ENSG00000160219	139716	GAB3	0.342983695	0.067734309
ENSG00000160223	23308	ICOSLG	-0.143069689	0.121385584
ENSG00000160229	7617	ZNF66	-0.089254008	0.490951402
ENSG00000160233	81543	LRRC3	0.024326912	0.851595118
ENSG00000160255	3689	ITGB2	0.728685388	0.004057415
ENSG00000160256	85395	FAM207A	-0.073030638	0.5673869
ENSG00000160271	5900	RALGDS	0.258344101	0.001812083
ENSG00000160284	84221	SPATC1L	-0.008293839	0.969366573
ENSG00000160285	4047	LSS	0.571172522	0.0000195
ENSG00000160293	7410	VAV2	-0.263437063	0.016521588
ENSG00000160294	8888	MCM3AP	0.007652255	0.849715742
ENSG00000160298	54058	C21orf58	0.018464746	0.875907114
ENSG00000160299	5116	PCNT	0.009416013	0.885053367
ENSG00000160305	23181	DIP2A	0.011200886	0.825414833
ENSG00000160307	6285	S100B	0.323503944	0.141386866
ENSG00000160310	3275	PRMT2	0.102907483	0.020446632
ENSG00000160318	125875	CLDND2	0.084399342	0.622756079
ENSG00000160321	7757	ZNF208	-0.320235936	0.272919853
ENSG00000160323	11093	ADAMTS13	-0.268290456	0.107013719
ENSG00000160325	11094	CACFD1	-0.005074285	0.973352021
ENSG00000160326	11182	SLC2A6	0.695871013	0.029736551
ENSG00000160336	388561	ZNF761	-0.269992956	0.0000478
ENSG00000160352	148206	ZNF714	-0.13787493	0.326091215
ENSG00000160360	26086	GPSM1	0.214361627	0.260257422
ENSG00000160392	126526	C19orf47	0.099517217	0.166588307
ENSG00000160404	27433	TOR2A	0.112048599	0.23879497
ENSG00000160408	30815	ST6GALNAC6	0.083259869	0.753631182
ENSG00000160410	92799	SHKBP1	0.236098586	0.010507586
ENSG00000160439	112724	RDH13	-0.07486435	0.459641074
ENSG00000160445	10444	ZER1	0.0601356	0.597368465
ENSG00000160446	84885	ZDHHC12	0.126039457	0.328237045
ENSG00000160447	29941	PKN3	0.319534817	0.026010221
ENSG00000160460	57731	SPTBN4	-0.167495558	0.269784605
ENSG00000160469	84446	BRSK1	0.610014683	0.01134106
ENSG00000160471	125965	COX6B2	0.38812139	0.288956949
ENSG00000160551	57551	TAOK1	-0.083477304	0.283548959
ENSG00000160563	9442	MED27	0.094115564	0.30880716
ENSG00000160570	162989	DEDD2	0.02819555	0.812663905
ENSG00000160584	23387	SIK3	-0.068550263	0.181447414
ENSG00000160588	196264	MPZL3	-0.021070388	0.864609056
ENSG00000160602	284086	NEK8	0.107919111	0.268804932
ENSG00000160606	116238	TLCD1	-0.048748206	0.60411162
ENSG00000160613	9159	PCSK7	0.116913774	0.201650972
ENSG00000160633	6294	SAFB	-0.070790277	0.130974363
ENSG00000160654	917	CD3G	0.060951222	0.76797832
ENSG00000160678	6271	S100A1	0.102090677	0.67533503
ENSG00000160679	26097	CHTOP	0.023960204	0.536377795
ENSG00000160683	643	CXCR5	-0.01977894	0.967381105
ENSG00000160685	51043	ZBTB7B	-0.045159237	0.725540134
ENSG00000160688	80308	FLAD1	-0.072898327	0.175580395
ENSG00000160691	6464	SHC1	0.160180281	0.013792744
ENSG00000160695	55823	VPS11	-0.017334446	0.642513547
ENSG00000160703	79671	NLRX1	0.034166549	0.609554659
ENSG00000160710	103	ADAR	0.107656346	0.082185835
ENSG00000160712	3570	IL6R	0.007009913	0.939040834
ENSG00000160714	55585	UBE2Q1	-0.049207218	0.276854088
ENSG00000160716	1141	CHRNB2	-0.3941183	0.030422082
ENSG00000160741	200186	CRTC2	0.049519736	0.452585638
ENSG00000160746	55129	ANO10	-0.165720446	0.172209666
ENSG00000160752	2224	FDPS	0.476303319	0.0000309
ENSG00000160753	23623	RUSC1	-0.027584109	0.793338108
ENSG00000160766	2630	GBAP1	0.356448496	0.016112683
ENSG00000160767	10712	FAM189B	0.109030121	0.160313569
ENSG00000160781	79957	PAQR6	0.162544466	0.336287514
ENSG00000160783	11243	PMF1	-0.002301907	0.979145817
ENSG00000160785	9673	SLC25A44	-0.057322214	0.422083891
ENSG00000160789	4000	LMNA	0.083751259	0.416458734
ENSG00000160791	1234	CCR5	0.676503338	0.000533124
ENSG00000160796	23218	NBEAL2	0.271297157	0.010308235
ENSG00000160799	151903	CCDC12	-0.024768389	0.738023829
ENSG00000160801	5745	PTH1R	-0.119639561	0.603835807
